Group;Participant;CollabEnvironememnt;trialNb;training;MoveMode;Task;Wall;CardToTag;nbMove;nbMoveWall;nbDragWallFloor;distTotal;nbRotate;rotateTotal;trialTime;moveTime
g04;p02;C;64;0;TP;search;B;33;0;0;0;1,267007;1;90;7,955322;0,5090332
g04;p02;C;65;0;TP;move;B;28;1;1;0;5,228506;0;0;4,355469;0,5004883
g04;p02;C;66;0;TP;search;R;48;0;0;0;4,892478;1;90;10,08521;0,5112305
g04;p02;C;67;0;TP;move;R;52;1;1;0;3,296724;0;0;5,333252;0,5004883
g04;p02;C;68;0;TP;move;R;57;1;1;0;3,795332;0;0;9,277588;0,5109863
g04;p02;C;69;0;TP;search;R;53;0;0;0;4,150846;0;0;5,789795;0,5197754
g04;p02;C;70;0;TP;move;B;30;1;1;0;6,019355;1;90;11,61108;0,5107422
g04;p02;C;71;0;TP;search;B;36;0;0;0;3,119449;0;0;6,068115;0,5080566
g04;p02;C;72;0;TP;move;L;9;1;1;0;3,439352;1;90;7,522217;0,5114746
g04;p02;C;73;0;TP;search;L;12;0;0;0;6,512026;0;0;4,909424;0,5117188
g04;p02;C;74;0;TP;move;R;50;1;1;0;7,671907;2;180;17,64429;0,5109863
g04;p02;C;75;0;TP;search;R;45;0;0;0;2,344674;0;0;4,92334;0,5195313
g04;p02;C;76;0;TP;move;B;38;1;1;0;2,559486;1;90;6,733398;0,5109863
g04;p02;C;77;0;TP;search;B;23;0;0;0;4,915358;0;0;7,321289;0,5219727
#pause;
