Group;Participant;CollabEnvironememnt;trialNb;training;MoveMode;Task;Wall;CardToTag;nbMove;nbMoveWall;nbDragWallFloor;distTotal;nbRotate;rotateTotal;trialTime;moveTime
g06;p02;C;60;0;TP;search;R;53;0;0;0;5,652375;1;90;10,41162;0,5170898
g06;p02;C;61;0;TP;move;R;57;1;1;0;4,329392;0;0;7,799805;0,5109863
g06;p02;C;62;0;TP;search;L;13;0;0;0;5,90219;1;90;10,37939;0,5170898
g06;p02;C;63;0;TP;move;L;7;1;1;0;3,446184;0;0;7,055664;0,5109863
g06;p02;C;64;0;TP;search;B;33;0;0;0;1,310333;1;90;8,8125;0,5175781
g06;p02;C;65;0;TP;move;B;28;1;1;0;5,192797;0;0;7,188965;0,5109863
g06;p02;C;66;0;TP;search;R;48;0;0;0;5,873955;1;90;10,67822;0,5180664
g06;p02;C;67;0;TP;move;R;52;1;1;0;3,930082;0;0;7,033447;0,5109863
g06;p02;C;68;0;TP;move;R;57;1;1;0;3,897429;0;0;8,833252;0,5102539
g06;p02;C;69;0;TP;search;R;53;0;0;0;4,539677;0;0;6,138428;0,5043945
g06;p02;C;70;0;TP;move;B;30;1;1;0;5,879724;1;90;9,422119;0,5095215
g06;p02;C;71;0;TP;search;B;36;0;0;0;3,15411;0;0;5,913818;0,517334
g06;p02;C;72;0;TP;move;L;9;1;1;0;3,434331;1;90;9,210938;0,5109863
g06;p02;C;73;0;TP;search;L;12;0;0;0;6,533244;0;0;5,711426;0,5202637
g06;p02;C;74;0;TP;move;R;50;1;1;0;8,424511;1;90;9,188965;0,5109863
g06;p02;C;75;0;TP;search;R;45;0;0;0;2,667545;0;0;5,375;0,5119629
g06;p02;C;76;0;TP;move;B;38;1;1;0;2,767822;1;90;9;0,5112305
g06;p02;C;77;0;TP;search;B;23;0;0;0;4,679216;0;0;6,239502;0,5146484
#pause;
