Group;Participant;CollabEnvironememnt;trialNb;training;MoveMode;Task;Wall;CardToTag;nbMove;nbMoveWall;nbDragWallFloor;distTotal;nbRotate;rotateTotal;trialTime;moveTime
g05;p02;C;43;0;joy;search;B;26;0;0;0;12,40917;0;259,5;10,51746;0
g05;p02;C;44;0;joy;move;R;49;14;0;0;6,996564;14;116,022;10,71118;5,077393
g05;p02;C;45;0;joy;search;R;54;0;0;0;15,80803;0;365,5;8,907959;0
g05;p02;C;46;0;joy;move;L;17;13;0;0;5,853945;22;252,3248;17,21106;5,805176
g05;p02;C;47;0;joy;search;L;2;0;0;0;25,42821;0;574;15,35547;0
g05;p02;C;48;0;joy;move;B;39;7;0;0;5,871721;14;65,45884;7,266602;3,187134
g05;p02;C;49;0;joy;search;B;24;0;0;0;16,38276;0;339,5;18,20325;0
g05;p02;C;50;0;joy;move;R;56;10;0;0;8,132067;10;87,06965;14,08899;5,947876
g05;p02;C;51;0;joy;search;R;40;0;0;0;16,2327;0;432,5;12,66492;0
#pause;
g05;p02;C;52;1;drag;search;B;23;0;0;0;73,36518;0;1171;46,98743;0
g05;p02;C;53;1;drag;move;B;38;11;7;0;26,71235;5;421,589;41,23328;13,19409
g05;p02;C;54;1;drag;search;R;45;0;0;0;30,09796;0;805,5;35,51685;0
g05;p02;C;55;1;drag;move;R;50;7;1;0;15,12221;6;327,6578;29,12231;5,535767
g05;p02;C;56;1;drag;search;L;12;0;0;0;13,37941;0;479,5;16,33545;0
g05;p02;C;57;1;drag;move;L;9;5;2;0;12,03282;0;3,5;7,544556;3,753784
g05;p02;C;58;0;drag;search;B;36;0;0;0;8,805159;0;425;16,38171;0
g05;p02;C;59;0;drag;move;B;30;4;1;1;8,584025;1;127,46;10,93335;3,653809
g05;p02;C;60;0;drag;search;R;53;0;0;0;21,29379;0;541,5;18,66272;0
g05;p02;C;61;0;drag;move;R;57;5;1;0;10,39084;0;0;12,08887;5,342529
g05;p02;C;62;0;drag;search;L;13;0;0;0;10,30419;0;463;18,1886;0
g05;p02;C;63;0;drag;move;L;7;7;4;0;6,306077;0;3;6,877808;4,147827
g05;p02;C;64;0;drag;search;B;33;0;0;0;6,127159;0;293,5;19,22327;0
g05;p02;C;65;0;drag;move;B;28;4;2;1;11,80502;0;5;7,255493;4,977417
g05;p02;C;66;0;drag;search;R;48;0;0;0;21,63672;0;1531;44,04651;0
g05;p02;C;67;0;drag;move;R;52;7;2;0;11,69705;3;182,7505;18,35547;4,888794
g05;p02;C;68;0;drag;move;R;57;4;1;2;10,7232;1;50,64352;7,133301;2,32373
g05;p02;C;69;0;drag;search;R;53;0;0;0;13,28299;0;798;15,93091;0
g05;p02;C;70;0;drag;move;B;30;14;10;2;35,76303;3;103,2726;28,48877;8,63501
g05;p02;C;71;0;drag;search;B;36;0;0;0;66,87315;0;1360;14,51294;0
g05;p02;C;72;0;drag;move;L;9;4;2;1;9,390433;6;310,8604;18,37793;2,906738
g05;p02;C;73;0;drag;search;L;12;0;0;0;9,46104;0;246,5;10,38354;0
g05;p02;C;74;0;drag;move;R;50;9;2;1;10,3989;2;150,9166;16,2334;5,382813
g05;p02;C;75;0;drag;search;R;45;0;0;0;11,27372;0;191;8,47583;0
g05;p02;C;76;0;drag;move;B;38;6;2;0;12,70686;1;51,93526;11,09985;4,194336
g05;p02;C;77;0;drag;search;B;23;0;0;0;13,61317;0;297,5;12,75293;0
#pause;
