Group;Participant;CollabEnvironememnt;trialNb;training;MoveMode;Task;Wall;CardToTag;nbMove;nbMoveWall;nbDragWallFloor;distTotal;nbRotate;rotateTotal;trialTime;moveTime
g01;p02;C;23;0;drag;search;L;11;0;0;0;4,883865;0;386,5;12,47784;0
g01;p02;C;24;0;drag;move;B;37;1;0;1;8,444161;1;47,75742;15,52222;5,242065
g01;p02;C;25;0;drag;search;B;22;0;0;0;4,082612;0;207,5;11,59094;0,3886719
#pause;
g01;p02;C;26;1;TP;search;R;40;0;0;0;6,062449;0;0;19,13904;1,031982
g01;p02;C;27;1;TP;move;R;56;2;1;0;7,580537;2;180;20,32214;1,011108
g01;p02;C;28;1;TP;search;B;24;0;0;0;7,152417;2;180;12,88428;1,03418
g01;p02;C;29;1;TP;move;B;39;1;1;0;4,705067;2;180;17,69995;0,5108643
g01;p02;C;30;1;TP;search;L;2;0;0;0;8,279338;0;0;7,624512;0,5169678
g01;p02;C;31;1;TP;move;L;17;1;0;0;4,950106;0;0;8,977783;0,5107422
g01;p02;C;32;0;TP;search;R;54;0;0;0;6,733372;2;180;34,33411;1,037842
g01;p02;C;33;0;TP;move;R;49;1;0;0;4,618856;3;270;8,466675;0,5107422
g01;p02;C;34;0;TP;search;B;26;0;0;0;6,76015;2;180;7,848755;0,5043945
g01;p02;C;35;0;TP;move;B;32;1;0;0;2,625459;3;270;23,43335;0,5107422
g01;p02;C;36;0;TP;search;L;4;0;0;0;6,027503;1;90;10,4375;1,029175
g01;p02;C;37;0;TP;move;L;0;1;0;0;2,770481;4;360;20,90002;0,5109863
g01;p02;C;38;0;TP;search;R;58;0;0;0;8,259913;1;90;10,6814;1,029785
g01;p02;C;39;0;TP;move;R;42;1;0;0;4,160547;1;90;10,84448;0,5106201
g01;p02;C;40;0;TP;search;L;15;0;0;0;7,43442;1;90;10,19128;0,5054932
g01;p02;C;41;0;TP;move;L;1;1;0;0;2,461002;1;90;14,12219;0,5107422
g01;p02;C;42;0;TP;move;B;32;1;0;0;5,842717;1;90;13,90002;0,5109863
g01;p02;C;43;0;TP;search;B;26;0;0;0;2,528247;0;0;12,77783;0,5187988
g01;p02;C;44;0;TP;move;R;49;1;1;0;7,64595;3;270;21,71106;0,5108643
g01;p02;C;45;0;TP;search;R;54;0;0;0;6,098104;3;270;11,07385;1,033691
g01;p02;C;46;0;TP;move;L;17;2;2;0;6,182948;2;180;14,09998;1,021606
g01;p02;C;47;0;TP;search;L;2;0;0;0;5,193573;2;180;12,70801;0,8980713
g01;p02;C;48;0;TP;move;B;39;1;1;0;9,05967;1;90;11,1333;0,510376
g01;p02;C;49;0;TP;search;B;24;0;0;0;5,119373;0;0;6,132813;0,5205078
g01;p02;C;50;0;TP;move;R;56;1;1;0;6,3077;1;90;13,97778;0,5112305
g01;p02;C;51;0;TP;search;R;40;0;0;0;6,865458;5;450;27,4873;1,003906
#pause;
g01;p02;C;52;1;joy;search;B;23;0;0;0;13,45071;0;257,5;29,81575;0
g01;p02;C;53;1;joy;move;B;38;22;0;0;7,110392;33;304,0389;46,01111;11,31006
g01;p02;C;54;1;joy;search;R;45;0;0;0;3,16241;0;676,5;28,49448;0
g01;p02;C;55;1;joy;move;R;50;8;0;0;3,19186;30;218,1678;44,40001;3,720276
g01;p02;C;56;1;joy;search;L;12;0;0;0;9,715414;0;405,5;13,86188;0,04495239
g01;p02;C;57;1;joy;move;L;9;6;0;0;4,647785;11;103,3656;23,44446;5,298553
g01;p02;C;58;0;joy;search;B;36;0;0;0;3,29883;0;164,5;9,581848;0
g01;p02;C;59;0;joy;move;B;30;9;0;0;13,49308;8;105,4604;26,79999;7,185028
g01;p02;C;60;0;joy;search;R;53;0;0;0;19,23989;0;658,5;12,66977;0
g01;p02;C;61;0;joy;move;R;57;33;0;0;25,9963;33;429,717;44,5889;21,55103
g01;p02;C;62;0;joy;search;L;13;0;0;0;6,765656;0;460,5;9,674438;0
g01;p02;C;63;0;joy;move;L;7;10;0;0;5,762424;4;0;10,37778;3,742188
g01;p02;C;64;0;joy;search;B;33;0;0;0;2,150608;0;138;13,70712;0,1556091
g01;p02;C;65;0;joy;move;B;28;6;0;0;5,270958;2;47,49203;8,133331;3,85434
g01;p02;C;66;0;joy;search;R;48;0;0;0;5,87341;0;747;15,60336;0
g01;p02;C;67;0;joy;move;R;52;7;0;0;4,912148;15;108,1677;25,5;2,543335
g01;p02;C;68;0;joy;move;R;57;10;0;0;3,400848;12;113,3074;16,87781;4,276428
g01;p02;C;69;0;joy;search;R;53;0;0;0;1,730851;0;363,5;16,53271;0
g01;p02;C;70;0;joy;move;B;30;3;0;0;6,474398;1;0;8,188904;4,719604
g01;p02;C;71;0;joy;search;B;36;0;0;0;4,41247;0;902,5;11,5943;0
g01;p02;C;72;0;joy;move;L;9;7;0;0;5,061747;7;143,362;13,45557;4,242554
g01;p02;C;73;0;joy;search;L;12;0;0;0;6,067997;0;711;15,06818;0
g01;p02;C;74;0;joy;move;R;50;11;0;0;11,03426;4;69,2063;14,72223;6,896851
g01;p02;C;75;0;joy;search;R;45;0;0;0;7,152076;0;495;21,45984;0
g01;p02;C;76;0;joy;move;B;38;11;0;0;4,742028;10;124,2325;14,98889;3,364685
g01;p02;C;77;0;joy;search;B;23;0;0;0;4,883496;0;1276;34,2652;0,07757568
#pause;
