Group;Participant;CollabEnvironememnt;MoveMode;CardToTag;nbMove;distTotal;nbRotate;rotateTotal;trialTime;moveTime;
g01;p02;C;drag;12;0;0;0;23;6.419157;0.255847;
g01;p02;C;drag;28;0;0;0;0;1.254593;0;
#pause;
g01;p02;C;TP;40;0;0;0;0;1.943411;0;
g01;p02;C;TP;2;0;0;0;0;1.243763;0;
