Group;Participant;CollabEnvironememnt;trialNb;training;MoveMode;Task;Wall;CardToTag;nbMove;nbMoveWall;nbDragWallFloor;distTotal;nbRotate;rotateTotal;trialTime;moveTime
g03;p01;C;69;0;drag;move;R;53;1;1;0;2.427629;3;582.5744;6.985107;0.6896973
g03;p01;C;70;0;drag;search;B;30;0;0;0;12.07099;0;266;11.2146;0
g03;p01;C;71;0;drag;move;B;36;2;2;0;3.621353;1;107.6917;7.463135;1.383057
g03;p01;C;72;0;drag;search;L;9;0;0;0;4.092214;0;192.5;9.55127;0
g03;p01;C;73;0;drag;move;L;12;1;1;0;5.510936;1;80.98299;5.356201;0.8056641
g03;p01;C;74;0;drag;search;R;50;0;0;0;10.22961;0;189;8.668701;0
g03;p01;C;75;0;drag;move;R;45;2;1;1;2.898895;1;112.792;6.719971;1.258301
g03;p01;C;76;0;drag;search;B;38;0;0;0;4.414105;0;205;8.791992;0
g03;p01;C;77;0;drag;move;B;23;1;1;0;4.522908;1;15.06216;4.639404;0.8840332
#pause;
