Group;Participant;CollabEnvironememnt;trialNb;training;MoveMode;Wall;CardToTag;nbMove;distTotal;nbRotate;rotateTotal;trialTime;moveTime;
g01;p01;C;0;1;drag;L;12;10;531;3;525;13.22756;5.895494;
