Group;Participant;Training;CardSet;CollabEnvironememn;nbAsyncTP;nbSyncTp;nbSyncTpGround;nbAsyncTPGround;nbSyncTpWall;nbAsyncTPWall;nbDestroyCard;nbUndoCard;nbDragCard;nbGroupCardTP;nbTag;nbChangeTag
g01;p02;N;1;C;0;0;0;0;0;0;0;0;0;0;0;0
