Group;Participant;CollabEnvironememnt;trialNb;training;MoveMode;Task;Wall;CardToTag;nbMove;nbMoveWall;nbDragWallFloor;distTotal;nbRotate;rotateTotal;trialTime;moveTime
g06;p01;C;4;1;joy;move;R;47;17;0;0;3.211697;1;0;19.02893;39.20288
g06;p01;C;5;1;joy;search;R;51;0;0;0;6.298965;0;255.5;10.40613;0
g06;p01;C;6;0;joy;move;B;34;3;0;0;3.698271;2;52.03154;13.66479;1.49939
g06;p01;C;7;0;joy;search;B;29;0;0;0;9.117202;0;169.5;7.696411;0
g06;p01;C;8;0;joy;move;R;59;4;0;0;8.972232;1;9.438884;15.30054;2.687866
g06;p01;C;9;0;joy;search;R;43;0;0;0;4.716198;0;141.5;17.24683;0
g06;p01;C;10;0;joy;move;L;6;2;0;0;7.079384;1;0;19.40112;2.216309
g06;p01;C;11;0;joy;search;L;10;0;0;0;5.106259;0;430;12.97156;0
g06;p01;C;12;0;joy;move;B;31;3;0;0;5.501219;4;39.16763;10.75317;1.686523
g06;p01;C;13;0;joy;search;B;25;0;0;0;4.326034;0;201;9.417969;0
g06;p01;C;14;0;joy;move;L;14;7;0;0;10.54757;1;0;9.117676;3.311035
g06;p01;C;15;0;joy;search;L;19;0;0;0;3.865637;0;147;12.18347;0
g06;p01;C;16;0;joy;search;R;43;0;0;0;8.771064;0;284;9.463501;0
g06;p01;C;17;0;joy;move;R;59;6;0;0;5.538034;5;34.99249;9.602417;3.114258
g06;p01;C;18;0;joy;search;B;29;0;0;0;6.573716;0;192;6.841064;0
g06;p01;C;19;0;joy;move;B;34;4;0;0;4.131166;4;23.91326;7.452759;1.696655
g06;p01;C;20;0;joy;search;R;51;0;0;0;9.204262;0;231.5;8.861938;0
g06;p01;C;21;0;joy;move;R;47;6;0;0;5.181667;3;0;10.63892;2.414673
g06;p01;C;22;0;joy;search;L;8;0;0;0;9.796724;0;268;12.58105;0
g06;p01;C;23;0;joy;move;L;11;5;0;0;7.32386;1;0;8.648071;3.072754
g06;p01;C;24;0;joy;search;B;37;0;0;0;9.567596;0;255;12.68311;0
g06;p01;C;25;0;joy;move;B;22;6;0;0;7.790778;0;0;6.935059;3.179932
#pause;
g06;p01;C;26;1;drag;move;R;40;6;3;0;16.09237;0;0;20.45813;6.369263
g06;p01;C;27;1;drag;search;R;56;0;0;0;14.79476;0;484.5;12.7356;0
g06;p01;C;28;1;drag;move;B;24;3;2;0;8.694395;0;0;8.240967;2.555664
g06;p01;C;29;1;drag;search;B;39;0;0;0;6.030814;0;177;7.063599;0
g06;p01;C;30;1;drag;move;L;2;4;3;0;14.8038;0;2.461578;12.53894;2.853027
g06;p01;C;31;1;drag;search;L;17;0;0;0;5.445228;0;350.5;11.71667;0
g06;p01;C;32;0;drag;move;R;54;5;5;0;20.93652;0;4.227617;16.599;5.067871
g06;p01;C;33;0;drag;search;R;49;0;0;0;9.966832;0;358.5;13.73596;0
g06;p01;C;34;0;drag;move;B;26;1;0;0;12.26657;0;1.5;5.263672;0.6508789
g06;p01;C;35;0;drag;search;B;32;0;0;0;12.02497;0;295;10.78394;0
g06;p01;C;36;0;drag;move;L;4;3;2;0;12.51985;0;2.325592;9.325439;4.011963
g06;p01;C;37;0;drag;search;L;0;0;0;0;8.051072;0;481.5;17.14404;0
g06;p01;C;38;0;drag;move;R;58;2;2;0;7.89439;0;0;12.83569;1.634766
g06;p01;C;39;0;drag;search;R;42;0;0;0;4.096278;0;206;9.417969;0
g06;p01;C;40;0;drag;move;L;15;2;0;1;8.223646;0;0;6.664063;1.946533
g06;p01;C;41;0;drag;search;L;1;0;0;0;4.15942;0;51;4.664551;0
g06;p01;C;42;0;drag;search;B;32;0;0;0;8.663547;0;105;9.580566;0
g06;p01;C;43;0;drag;move;B;26;1;1;0;2.116518;0;0;5.513184;1.229248
g06;p01;C;44;0;drag;search;R;49;0;0;0;7.925338;0;179;14.27734;0
g06;p01;C;45;0;drag;move;R;54;1;1;0;3.177225;0;3;6.953857;1.506592
g06;p01;C;46;0;drag;search;L;17;0;0;0;6.12266;0;200;8.63623;0
g06;p01;C;47;0;drag;move;L;2;1;1;0;3.731405;0;0;8.167969;1.329346
g06;p01;C;48;0;drag;search;B;39;0;0;0;7.214871;0;121.5;12.43872;0
g06;p01;C;49;0;drag;move;B;24;1;1;0;4.284379;0;0;5.345703;0.8063965
g06;p01;C;50;0;drag;search;R;56;0;0;0;9.684048;0;306;14.77979;0
g06;p01;C;51;0;drag;move;R;40;1;1;0;6.021121;0;0;5.390137;0.9599609
#pause;
g06;p01;C;52;1;TP;move;B;23;1;1;0;3.568438;0;0;6.532959;0.5102539
g06;p01;C;53;1;TP;search;B;38;0;0;0;5.095978;2;180;14.22681;1.020508
g06;p01;C;54;1;TP;move;R;45;1;1;0;3.305438;1;90;11.57129;0.510498
g06;p01;C;55;1;TP;search;R;50;0;0;0;2.455452;0;0;14.50439;0.517334
g06;p01;C;56;1;TP;move;L;12;1;1;0;8.268132;2;180;13.94092;0.5109863
g06;p01;C;57;1;TP;search;L;9;0;0;0;5.986056;0;0;9.184814;0.5202637
g06;p01;C;58;0;TP;move;B;36;1;1;0;3.988625;1;90;16.10986;0.5107422
g06;p01;C;59;0;TP;search;B;30;0;0;0;3.064;0;0;7.363525;0.5146484
g06;p01;C;60;0;TP;move;R;53;1;1;0;5.652481;1;90;10.38428;0.5107422
g06;p01;C;61;0;TP;search;R;57;0;0;0;4.329392;0;0;7.807373;0.5131836
g06;p01;C;62;0;TP;move;L;13;1;1;0;6.924124;1;90;10.38379;0.5109863
g06;p01;C;63;0;TP;search;L;7;0;0;0;3.446184;0;0;7.052246;0.5126953
g06;p01;C;64;0;TP;move;B;33;1;1;0;1.316892;1;90;8.79541;0.5004883
g06;p01;C;65;0;TP;search;B;28;0;0;0;5.192797;0;0;7.173828;0.5026855
g06;p01;C;66;0;TP;move;R;48;1;1;0;5.862501;1;90;10.63965;0.5002441
g06;p01;C;67;0;TP;search;R;52;0;0;0;3.930082;0;0;7.052246;0.5124512
g06;p01;C;68;0;TP;search;R;57;0;0;0;3.897429;0;0;8.818359;0.5187988
g06;p01;C;69;0;TP;move;R;53;1;1;0;4.539677;0;0;6.102295;0.510498
g06;p01;C;70;0;TP;search;B;30;0;0;0;5.881104;1;90;9.428467;0.5205078
g06;p01;C;71;0;TP;move;B;36;1;1;0;3.15411;0;0;5.937744;0.5114746
g06;p01;C;72;0;TP;search;L;9;0;0;0;3.434591;1;90;9.240234;0.5109863
g06;p01;C;73;0;TP;move;L;12;1;1;0;6.533244;0;0;5.717773;0.5107422
g06;p01;C;74;0;TP;search;R;50;0;0;0;7.300422;1;90;9.218262;0.5136719
g06;p01;C;75;0;TP;move;R;45;1;1;0;2.667545;0;0;5.342529;0.5107422
g06;p01;C;76;0;TP;search;B;38;0;0;0;2.752769;1;90;9.017578;0.5148926
g06;p01;C;77;0;TP;move;B;23;1;1;0;4.679216;0;0;6.233643;0.5109863
#pause;
